job_id,title,company,category,collar_type,description,key_responsibilities,required_skills,preferred_skills,required_experience_years,required_education,preferred_certifications,location_city,location_province,salary_min_zmw,salary_max_zmw,employment_type,work_schedule,language_requirements,application_deadline,posted_date,benefits,growth_opportunities,company_size,industry_sector
JOB000042,Project Engineer,National Water Supply and Sanitation Council,Engineering,White,National Water Supply and Sanitation Council requires a Project Engineer to manage water supply projects improving access to clean water across Zambian communities.,Project management; Technical design; Stakeholder coordination; Quality assurance,"Project Engineering, Water Systems, Contract Management","Community Development, Public Health Engineering",4,Bachelor's Degree,"Project Management Certification, Engineering License",Lusaka,Lusaka Province,9000,17000,Permanent,Full-time,"English (Proficient), Local languages",12/12/2025,30/10/2025,"Government package, Travel allowance, Development impact","Program manager, Technical advisor, Department head",Medium (51-200),Engineering
JOB000043,Auto Mechanic,Trade Kings,Trades,Blue,Trade Kings is hiring an Auto Mechanic to maintain and repair the company's vehicle fleet supporting distribution operations across Zambia.,Vehicle maintenance; Repairs; Diagnostics; Preventive maintenance,"Auto Mechanics, Engine Repair, Electrical Systems","Fleet Management, Diagnostic Equipment, Hybrid Vehicles",3,Certificate,"Mechanic Certification, Driver's License",Ndola,Copperbelt Province,3000,6000,Permanent,Full-time,"English (Proficient), Bemba",10/12/2025,28/10/2025,"Uniform, Tool allowance, Medical aid","Senior mechanic, Workshop supervisor, Fleet manager",Large (201-1000),Trades
JOB000044,Electrician,Zambia Sugar,Trades,Blue,Zambia Sugar requires an Electrician to maintain electrical systems in our sugar processing plant and support agricultural operations.,Electrical maintenance; Installations; Safety checks; Troubleshooting,"Electrical Systems, Industrial Wiring, Safety Procedures","PLC, Industrial Automation, Motor Controls",4,Diploma,"Electrician License, Safety Certification",Mazabuka,Southern Province,4000,7500,Permanent,Shift work,English (Proficient),15/12/2025,01/11/2025,"Housing allowance, Medical, Safety equipment","Supervisor roles, Maintenance planner, Electrical foreman",Large (201-1000),Trades
JOB000045,Welder,Zambia Breweries,Trades,Blue,Zambia Breweries is looking for a Welder to maintain and repair brewing equipment and production machinery in our beverage manufacturing facility.,Metal fabrication; Equipment repair; Maintenance welding; Quality inspection,"Welding Techniques, Metal Fabrication, Blueprint Reading","Stainless Steel Welding, Brewery Equipment, Quality Standards",3,Certificate,"Welding Certification, Safety Training",Lusaka,Lusaka Province,3500,6500,Permanent,Full-time,English (Proficient),13/12/2025,31/10/2025,"Uniform, Tool allowance, Product benefits","Lead welder, Maintenance supervisor, Quality inspector",Large (201-1000),Trades
JOB000046,Plumber,National Milling Corporation,Trades,Blue,National Milling Corporation requires a Plumber to maintain water systems and processing equipment in our grain milling operations.,Pipe installation; System maintenance; Repairs; Preventive maintenance,"Plumbing Systems, Pipe Fitting, Water Treatment","Industrial Plumbing, Pump Systems, Safety Procedures",2,Certificate,"Plumbing License, Safety Certification",Lusaka,Lusaka Province,3200,6000,Permanent,Full-time,English (Proficient),11/12/2025,29/10/2025,"Housing allowance, Uniform, Medical cover","Maintenance lead, Facility manager, Project coordinator",Medium (51-200),Trades
JOB000047,Carpenter,Chilanga Cement,Trades,Blue,Chilanga Cement is hiring a Carpenter to construct and maintain structures and formwork in our cement manufacturing and construction operations.,Wood construction; Formwork; Maintenance; Quality control,"Carpentry Skills, Formwork, Blueprint Reading","Concrete Formwork, Safety Standards, Project Coordination",3,Certificate,"Carpentry Certification, Safety Training",Chililabombwe,Copperbelt Province,3300,6200,Permanent,Full-time,English (Proficient),14/12/2025,02/11/2025,"Tool allowance, Housing, Safety equipment","Foreman roles, Project supervisor, Quality controller",Large (201-1000),Trades
JOB000048,Mason,Zambia Electricity Supply Corporation,Trades,Blue,Zambia Electricity Supply Corporation requires a Mason to build and maintain structures supporting electrical infrastructure across Zambia.,Brickwork; Concrete work; Structure maintenance; Quality assurance,"Masonry Skills, Concrete Work, Construction Methods","Electrical Infrastructure, Safety Standards, Project Reading",4,Certificate,"Masonry Certification, Safety Training",Livingstone,Southern Province,3400,6400,Permanent,Full-time,"English (Proficient), Local languages",16/12/2025,04/11/2025,"Government benefits, Travel allowance, Housing","Site supervisor, Foreman, Construction coordinator",Large (201-1000),Trades
JOB000049,Heavy Equipment Operator,Copperbelt Trades Training Institute,Trades,Blue,Copperbelt Trades Training Institute seeks a Heavy Equipment Operator to manage machinery for training programs and facility maintenance.,Equipment operation; Maintenance checks; Safety procedures; Training support,"Heavy Equipment Operation, Safety Procedures, Basic Maintenance","Training Skills, Multiple Equipment Types",3,Certificate,"Equipment Licenses, Safety Certification",Kitwe,Copperbelt Province,3800,7000,Permanent,Full-time,"English (Proficient), Bemba",18/12/2025,06/11/2025,"Training opportunities, Housing, Equipment access","Senior operator, Trainer roles, Maintenance coordinator",Small (1-50),Trades
JOB000050,CNC Machine Operator,Trade Kings,Trades,Blue,Trade Kings requires a CNC Machine Operator to run automated machinery in our manufacturing plant producing consumer goods for the Zambian market.,Machine operation; Quality control; Maintenance; Production monitoring,"CNC Operation, Quality Inspection, Basic Maintenance","Programming Skills, Production Planning, Troubleshooting",2,Certificate,"CNC Certification, Technical Training",Ndola,Copperbelt Province,3500,6500,Permanent,Shift work,English (Proficient),20/12/2025,08/11/2025,"Production bonuses, Uniform, Medical aid","Machine programmer, Shift supervisor, Quality lead",Large (201-1000),Trades
JOB000051,Maintenance Technician,Zambia Breweries,Trades,Blue,Zambia Breweries is looking for a Maintenance Technician to ensure reliable operation of production equipment in our beverage manufacturing facility.,Equipment maintenance; Troubleshooting; Repairs; Preventive maintenance,"Mechanical Maintenance, Electrical Basics, Troubleshooting","PLC, Automation, Packaging Equipment",3,Diploma,"Technical Certification, Safety Training",Lusaka,Lusaka Province,4000,7500,Permanent,Shift work,English (Proficient),12/12/2025,30/10/2025,"Performance bonus, Product allowance, Technical training","Maintenance supervisor, Reliability technician, Planner",Large (201-1000),Trades
JOB000052,Hospitality Manager,Proflight Zambia,Hospitality,Pink,Proflight Zambia is seeking a Hospitality Manager to oversee customer service and passenger experience across our airline operations in Zambia.,Customer service management; Staff training; Service standards; Passenger handling,"Hospitality Management, Customer Service, Airline Operations","Aviation Knowledge, Multi-lingual, Crisis Management",4,Diploma,"Hospitality Certification, Aviation Security",Lusaka,Lusaka Province,6000,11000,Permanent,Shift work,"English (Fluent), Bemba, Nyanja",15/12/2025,01/11/2025,"Travel benefits, Uniform allowance, Performance bonus","Senior management, Regional roles, Airport management",Medium (51-200),Hospitality
JOB000053,Hotel Receptionist,Radisson Blu Lusaka,Hospitality,Pink,Radisson Blu Lusaka requires a Hotel Receptionist to provide excellent guest service and manage front desk operations in our international hotel.,Guest check-in/out; Reservation management; Customer service; Administrative tasks,"Front Office Operations, Reservation Systems, Customer Service","Multi-lingual, Hotel Software, Problem Solving",2,Diploma,"Hospitality Certification, Computer Skills",Lusaka,Lusaka Province,2500,4500,Permanent,Shift work,"English (Fluent), French preferred",10/12/2025,28/10/2025,"Hotel discounts, Uniform, Meals on duty","Front office supervisor, Guest relations, Management trainee",Large (201-1000),Hospitality
JOB000054,Chef,Intercontinental Lusaka,Hospitality,Pink,Intercontinental Lusaka is hiring a Chef to lead kitchen operations and create culinary experiences for our hotel restaurant and banquet services.,Menu planning; Food preparation; Kitchen management; Quality control,"Culinary Skills, Menu Development, Kitchen Management","International Cuisine, Food Safety, Banquet Cooking",5,Diploma,"Chef Certification, Food Safety License",Lusaka,Lusaka Province,7000,13000,Permanent,Full-time,English (Proficient),18/12/2025,06/11/2025,"Meals, Uniform, Accommodation allowance","Executive chef, Food beverage manager, Culinary director",Large (201-1000),Hospitality
